Timestamp,Index,Actual,Predicted,Match
2026-01-11 01:50:24,0,0,0,1
2026-01-11 01:50:24,1,0,0,1
2026-01-11 01:50:25,2,1,1,1
2026-01-11 01:50:25,3,2,2,1
2026-01-11 01:50:25,4,3,3,1
2026-01-11 01:50:26,5,4,4,1
2026-01-11 01:50:26,6,7,7,1
2026-01-11 01:50:26,7,8,8,1
2026-01-11 01:50:27,8,9,9,1
2026-01-11 01:50:27,9,0,0,1
2026-01-11 01:50:27,10,1,1,1
2026-01-11 01:50:28,11,2,2,1
2026-01-11 01:50:28,12,3,3,1
2026-01-11 01:50:29,13,4,4,1
2026-01-11 01:50:29,14,5,5,1
2026-01-11 01:50:29,15,6,6,1
2026-01-11 01:50:30,16,7,7,1
2026-01-11 01:50:30,17,8,8,1
2026-01-11 01:50:30,18,0,0,1
2026-01-11 01:50:31,19,1,1,1
2026-01-11 01:50:31,20,2,2,1
2026-01-11 01:50:31,21,3,3,1
2026-01-11 01:50:32,22,4,4,1
2026-01-11 01:50:32,23,7,7,1
2026-01-11 01:50:32,24,8,8,1
2026-01-11 01:50:33,25,9,9,1
2026-01-11 01:50:33,26,0,0,1
2026-01-11 01:50:33,27,8,8,1
2026-01-11 01:50:34,28,3,3,1
2026-01-11 01:50:34,29,9,9,1
2026-01-11 01:50:35,30,5,5,1
2026-01-11 01:50:35,31,5,5,1
2026-01-11 01:50:35,32,2,2,1
2026-01-11 01:50:36,33,6,6,1
2026-01-11 01:50:36,34,8,8,1
2026-01-11 01:50:36,35,4,4,1
2026-01-11 01:50:37,36,1,1,1
2026-01-11 01:50:37,37,7,7,1
2026-01-11 01:50:37,38,1,1,1
2026-01-11 01:50:38,39,2,7,0
2026-01-11 01:50:38,40,3,3,1
2026-01-11 01:50:38,41,5,5,1
2026-01-11 01:50:39,42,6,6,1
2026-01-11 01:50:39,43,9,9,1
2026-01-11 01:50:40,44,1,1,1
2026-01-11 01:50:40,45,1,1,1
2026-01-11 01:50:40,46,1,1,1
2026-01-11 01:50:41,47,2,2,1
2026-01-11 01:50:41,48,1,1,1
2026-01-11 01:50:41,49,2,2,1
2026-01-11 01:50:42,50,0,0,1
2026-01-11 01:50:42,51,7,7,1
2026-01-11 01:50:42,52,7,7,1
2026-01-11 01:50:43,53,5,5,1
2026-01-11 01:50:43,54,8,8,1
2026-01-11 01:50:43,55,2,2,1
2026-01-11 01:50:44,56,9,9,1
2026-01-11 01:50:44,57,8,8,1
2026-01-11 01:50:44,58,6,6,1
2026-01-11 01:50:45,59,7,7,1
2026-01-11 01:50:45,60,3,3,1
2026-01-11 01:50:46,61,4,4,1
2026-01-11 01:50:46,62,6,6,1
2026-01-11 01:50:46,63,8,8,1
2026-01-11 01:50:47,64,7,7,1
2026-01-11 01:50:47,65,0,0,1
2026-01-11 01:50:47,66,4,4,1
2026-01-11 01:50:48,67,2,2,1
2026-01-11 01:50:48,68,7,7,1
2026-01-11 01:50:48,69,7,7,1
2026-01-11 01:50:49,70,5,5,1
2026-01-11 01:50:49,71,4,4,1
2026-01-11 01:50:49,72,3,3,1
2026-01-11 01:50:50,73,4,4,1
2026-01-11 01:50:50,74,2,2,1
2026-01-11 01:50:50,75,8,8,1
2026-01-11 01:50:51,76,1,1,1
2026-01-11 01:50:51,77,5,5,1
2026-01-11 01:50:52,78,1,1,1
2026-01-11 01:50:52,79,0,0,1
2026-01-11 01:50:52,80,2,2,1
2026-01-11 01:50:53,81,3,3,1
2026-01-11 01:50:53,82,3,3,1
2026-01-11 01:50:53,83,5,5,1
2026-01-11 01:50:54,84,7,7,1
2026-01-11 01:50:54,85,0,0,1
2026-01-11 01:50:54,86,6,6,1
2026-01-11 01:50:55,87,8,8,1
2026-01-11 01:50:55,88,6,6,1
2026-01-11 01:50:55,89,3,3,1
2026-01-11 01:50:56,90,9,9,1
2026-01-11 01:50:56,91,9,9,1
2026-01-11 01:50:57,92,8,8,1
2026-01-11 01:50:57,93,2,2,1
2026-01-11 01:50:57,94,7,7,1
2026-01-11 01:50:58,95,7,7,1
2026-01-11 01:50:58,96,1,1,1
2026-01-11 01:50:58,97,0,0,1
2026-01-11 01:50:59,98,1,1,1
2026-01-11 01:50:59,99,7,7,1
2026-01-11 01:50:59,100,8,8,1
2026-01-11 01:51:00,101,9,9,1
2026-01-11 01:51:00,102,0,0,1
2026-01-11 01:51:00,103,1,1,1
2026-01-11 01:51:01,104,2,2,1
2026-01-11 01:51:01,105,3,3,1
2026-01-11 01:51:01,106,4,4,1
2026-01-11 01:51:02,107,5,5,1
2026-01-11 01:51:02,108,6,6,1
2026-01-11 01:51:03,109,7,7,1
2026-01-11 01:51:03,110,8,8,1
2026-01-11 01:51:03,111,0,0,1
2026-01-11 01:51:04,112,1,1,1
2026-01-11 01:51:04,113,2,2,1
2026-01-11 01:51:04,114,3,3,1
2026-01-11 01:51:05,115,4,4,1
2026-01-11 01:51:05,116,7,7,1
2026-01-11 01:51:05,117,8,8,1
2026-01-11 01:51:06,118,9,9,1
2026-01-11 01:51:06,119,7,7,1
2026-01-11 01:51:06,120,8,8,1
2026-01-11 01:51:07,121,6,6,1
2026-01-11 01:51:07,122,4,4,1
2026-01-11 01:51:07,123,1,1,1
2026-01-11 01:51:08,124,9,9,1
2026-01-11 01:51:08,125,3,3,1
2026-01-11 01:51:09,126,8,8,1
2026-01-11 01:51:09,127,4,4,1
2026-01-11 01:51:09,128,4,4,1
2026-01-11 01:51:10,129,7,7,1
2026-01-11 01:51:10,130,0,0,1
2026-01-11 01:51:10,131,1,1,1
2026-01-11 01:51:11,132,9,9,1
2026-01-11 01:51:11,133,2,2,1
2026-01-11 01:51:11,134,8,8,1
2026-01-11 01:51:12,135,7,7,1
2026-01-11 01:51:12,136,8,8,1
2026-01-11 01:51:12,137,2,2,1
2026-01-11 01:51:13,138,6,6,1
2026-01-11 01:51:13,139,0,0,1
2026-01-11 01:51:14,140,6,6,1
2026-01-11 01:51:14,141,5,5,1
2026-01-11 01:51:14,142,3,3,1
2026-01-11 01:51:15,143,3,3,1
2026-01-11 01:51:15,144,3,3,1
2026-01-11 01:51:15,145,9,9,1
2026-01-11 01:51:16,146,1,1,1
2026-01-11 01:51:16,147,4,4,1
2026-01-11 01:51:16,148,0,0,1
2026-01-11 01:51:17,149,6,6,1
2026-01-11 01:51:17,150,1,1,1
2026-01-11 01:51:17,151,0,0,1
2026-01-11 01:51:18,152,0,0,1
2026-01-11 01:51:18,153,6,6,1
2026-01-11 01:51:18,154,2,2,1
2026-01-11 01:51:19,155,1,1,1
2026-01-11 01:51:19,156,1,1,1
2026-01-11 01:51:20,157,7,7,1
2026-01-11 01:51:20,158,7,7,1
2026-01-11 01:51:20,159,8,8,1
2026-01-11 01:51:21,160,4,4,1
2026-01-11 01:51:21,161,6,6,1
2026-01-11 01:51:21,162,0,0,1
2026-01-11 01:51:22,163,7,7,1
2026-01-11 01:51:22,164,0,0,1
2026-01-11 01:51:22,165,3,3,1
2026-01-11 01:51:23,166,6,6,1
2026-01-11 01:51:23,167,8,8,1
2026-01-11 01:51:23,168,7,7,1
2026-01-11 01:51:24,169,1,1,1
2026-01-11 01:51:24,170,5,5,1
2026-01-11 01:51:24,171,2,2,1
2026-01-11 01:51:25,172,4,4,1
2026-01-11 01:51:25,173,9,9,1
2026-01-11 01:51:26,174,4,4,1
2026-01-11 01:51:26,175,3,3,1
2026-01-11 01:51:26,176,6,6,1
2026-01-11 01:51:27,177,4,4,1
2026-01-11 01:51:27,178,1,1,1
2026-01-11 01:51:27,179,7,7,1
2026-01-11 01:51:28,180,2,2,1
2026-01-11 01:51:28,181,6,6,1
2026-01-11 01:51:28,182,5,5,1
2026-01-11 01:51:29,183,0,0,1
2026-01-11 01:51:29,184,1,1,1
2026-01-11 01:51:29,185,2,2,1
2026-01-11 01:51:30,186,3,3,1
2026-01-11 01:51:30,187,4,4,1
2026-01-11 01:51:30,188,5,5,1
2026-01-11 01:51:31,189,6,6,1
2026-01-11 01:51:31,190,7,7,1
2026-01-11 01:51:32,191,8,8,1
2026-01-11 01:51:32,192,9,9,1
2026-01-11 01:51:32,193,0,0,1
2026-01-11 01:51:33,194,1,1,1
2026-01-11 01:51:33,195,2,2,1
2026-01-11 01:51:33,196,3,3,1
2026-01-11 01:51:34,197,4,4,1
2026-01-11 01:51:34,198,5,5,1
2026-01-11 01:51:34,199,6,6,1
