Timestamp,Index,Actual,Predicted,Match
2026-01-10 18:46:44,0,0,0,1
2026-01-10 18:46:45,1,0,0,1
2026-01-10 18:46:46,2,1,1,1
2026-01-10 18:46:47,3,2,2,1
2026-01-10 18:46:48,4,3,3,1
2026-01-10 18:46:49,5,4,4,1
2026-01-10 18:46:51,6,7,7,1
2026-01-10 18:46:52,7,8,8,1
2026-01-10 18:46:53,8,9,9,1
2026-01-10 18:46:54,9,0,0,1
2026-01-10 18:46:55,10,1,1,1
2026-01-10 18:46:56,11,2,7,0
2026-01-10 18:46:58,12,3,3,1
2026-01-10 18:46:59,13,4,4,1
2026-01-10 18:47:00,14,5,5,1
2026-01-10 18:47:01,15,6,6,1
2026-01-10 18:47:02,16,7,7,1
2026-01-10 18:47:03,17,8,8,1
2026-01-10 18:47:05,18,0,0,1
2026-01-10 18:47:06,19,1,1,1
2026-01-10 18:47:07,20,2,2,1
2026-01-10 18:47:08,21,3,3,1
2026-01-10 18:47:09,22,4,4,1
2026-01-10 18:47:11,23,7,7,1
2026-01-10 18:47:12,24,8,8,1
2026-01-10 18:47:13,25,9,9,1
2026-01-10 18:47:14,26,0,0,1
2026-01-10 18:47:15,27,8,8,1
2026-01-10 18:47:16,28,3,3,1
2026-01-10 18:47:18,29,9,9,1
2026-01-10 18:47:19,30,5,5,1
2026-01-10 18:47:20,31,5,5,1
2026-01-10 18:47:21,32,2,2,1
2026-01-10 18:47:22,33,6,6,1
2026-01-10 18:47:23,34,8,8,1
2026-01-10 18:47:25,35,4,4,1
2026-01-10 18:47:26,36,1,1,1
2026-01-10 18:47:27,37,7,7,1
2026-01-10 18:47:28,38,1,1,1
2026-01-10 18:47:29,39,2,7,0
2026-01-10 18:47:31,40,3,3,1
2026-01-10 18:47:32,41,5,5,1
2026-01-10 18:47:33,42,6,6,1
2026-01-10 18:47:34,43,9,9,1
2026-01-10 18:47:35,44,1,1,1
2026-01-10 18:47:36,45,1,1,1
2026-01-10 18:47:38,46,1,1,1
2026-01-10 18:47:39,47,2,2,1
2026-01-10 18:47:40,48,1,1,1
2026-01-10 18:47:41,49,2,2,1
2026-01-10 18:47:42,50,0,0,1
2026-01-10 18:47:43,51,7,7,1
2026-01-10 18:47:45,52,7,7,1
2026-01-10 18:47:46,53,5,5,1
2026-01-10 18:47:47,54,8,8,1
2026-01-10 18:47:48,55,2,2,1
2026-01-10 18:47:49,56,9,9,1
2026-01-10 18:47:51,57,8,8,1
2026-01-10 18:47:52,58,6,6,1
2026-01-10 18:47:53,59,7,7,1
2026-01-10 18:47:54,60,3,3,1
2026-01-10 18:47:55,61,4,4,1
2026-01-10 18:47:56,62,6,6,1
2026-01-10 18:47:58,63,8,8,1
2026-01-10 18:47:59,64,7,7,1
2026-01-10 18:48:00,65,0,0,1
2026-01-10 18:48:01,66,4,4,1
2026-01-10 18:48:02,67,2,2,1
2026-01-10 18:48:03,68,7,7,1
2026-01-10 18:48:05,69,7,7,1
2026-01-10 18:48:06,70,5,5,1
2026-01-10 18:48:07,71,4,4,1
2026-01-10 18:48:08,72,3,3,1
2026-01-10 18:48:09,73,4,4,1
2026-01-10 18:48:10,74,2,2,1
2026-01-10 18:48:12,75,8,8,1
2026-01-10 18:48:13,76,1,1,1
2026-01-10 18:48:14,77,5,5,1
2026-01-10 18:48:15,78,1,1,1
2026-01-10 18:48:16,79,0,0,1
2026-01-10 18:48:18,80,2,2,1
2026-01-10 18:48:19,81,3,3,1
2026-01-10 18:48:20,82,3,3,1
2026-01-10 18:48:21,83,5,5,1
2026-01-10 18:48:22,84,7,7,1
2026-01-10 18:48:23,85,0,0,1
2026-01-10 18:48:25,86,6,6,1
2026-01-10 18:48:26,87,8,8,1
2026-01-10 18:48:27,88,6,6,1
2026-01-10 18:48:28,89,3,3,1
2026-01-10 18:48:29,90,9,9,1
2026-01-10 18:48:30,91,9,9,1
2026-01-10 18:48:32,92,8,5,0
2026-01-10 18:48:33,93,2,2,1
2026-01-10 18:48:34,94,7,7,1
2026-01-10 18:48:35,95,7,7,1
2026-01-10 18:48:36,96,1,1,1
2026-01-10 18:48:38,97,0,0,1
2026-01-10 18:48:39,98,1,1,1
2026-01-10 18:48:40,99,7,7,1
2026-01-10 18:48:41,100,8,8,1
2026-01-10 18:48:42,101,9,9,1
2026-01-10 18:48:43,102,0,0,1
2026-01-10 18:48:45,103,1,1,1
2026-01-10 18:48:46,104,2,2,1
2026-01-10 18:48:47,105,3,3,1
2026-01-10 18:48:48,106,4,4,1
2026-01-10 18:48:49,107,5,5,1
2026-01-10 18:48:50,108,6,6,1
2026-01-10 18:48:52,109,7,7,1
2026-01-10 18:48:53,110,8,8,1
2026-01-10 18:48:54,111,0,0,1
2026-01-10 18:48:55,112,1,1,1
2026-01-10 18:48:56,113,2,2,1
2026-01-10 18:48:57,114,3,3,1
2026-01-10 18:48:59,115,4,4,1
2026-01-10 18:49:00,116,7,7,1
2026-01-10 18:49:01,117,8,8,1
2026-01-10 18:49:02,118,9,9,1
2026-01-10 18:49:03,119,7,7,1
2026-01-10 18:49:05,120,8,8,1
2026-01-10 18:49:06,121,6,6,1
2026-01-10 18:49:07,122,4,4,1
2026-01-10 18:49:08,123,1,1,1
2026-01-10 18:49:09,124,9,9,1
2026-01-10 18:49:10,125,3,3,1
2026-01-10 18:49:12,126,8,8,1
2026-01-10 18:49:13,127,4,4,1
2026-01-10 18:49:14,128,4,4,1
2026-01-10 18:49:15,129,7,7,1
2026-01-10 18:49:16,130,0,0,1
2026-01-10 18:49:17,131,1,1,1
2026-01-10 18:49:19,132,9,9,1
2026-01-10 18:49:20,133,2,2,1
2026-01-10 18:49:21,134,8,8,1
2026-01-10 18:49:22,135,7,7,1
2026-01-10 18:49:23,136,8,8,1
2026-01-10 18:49:25,137,2,2,1
2026-01-10 18:49:26,138,6,6,1
2026-01-10 18:49:27,139,0,0,1
2026-01-10 18:49:28,140,6,6,1
2026-01-10 18:49:29,141,5,5,1
2026-01-10 18:49:30,142,3,3,1
2026-01-10 18:49:32,143,3,3,1
2026-01-10 18:49:33,144,3,3,1
2026-01-10 18:49:34,145,9,9,1
2026-01-10 18:49:35,146,1,1,1
2026-01-10 18:49:36,147,4,4,1
2026-01-10 18:49:38,148,0,0,1
2026-01-10 18:49:39,149,6,6,1
2026-01-10 18:49:40,150,1,1,1
2026-01-10 18:49:41,151,0,0,1
2026-01-10 18:49:42,152,0,0,1
2026-01-10 18:49:43,153,6,6,1
2026-01-10 18:49:45,154,2,2,1
2026-01-10 18:49:46,155,1,1,1
2026-01-10 18:49:47,156,1,1,1
2026-01-10 18:49:48,157,7,7,1
2026-01-10 18:49:49,158,7,7,1
2026-01-10 18:49:51,159,8,8,1
2026-01-10 18:49:52,160,4,4,1
2026-01-10 18:49:53,161,6,6,1
2026-01-10 18:49:54,162,0,0,1
2026-01-10 18:49:55,163,7,7,1
2026-01-10 18:49:57,164,0,0,1
2026-01-10 18:49:58,165,3,3,1
2026-01-10 18:49:59,166,6,6,1
2026-01-10 18:50:00,167,8,8,1
2026-01-10 18:50:01,168,7,7,1
2026-01-10 18:50:02,169,1,1,1
2026-01-10 18:50:04,170,5,5,1
2026-01-10 18:50:05,171,2,2,1
2026-01-10 18:50:06,172,4,4,1
2026-01-10 18:50:07,173,9,9,1
2026-01-10 18:50:08,174,4,4,1
2026-01-10 18:50:10,175,3,3,1
2026-01-10 18:50:11,176,6,6,1
2026-01-10 18:50:12,177,4,4,1
2026-01-10 18:50:13,178,1,1,1
2026-01-10 18:50:14,179,7,7,1
2026-01-10 18:50:16,180,2,2,1
2026-01-10 18:50:17,181,6,6,1
2026-01-10 18:50:18,182,5,5,1
2026-01-10 18:50:19,183,0,0,1
2026-01-10 18:50:20,184,1,1,1
2026-01-10 18:50:21,185,2,2,1
2026-01-10 18:50:23,186,3,3,1
